?o	?totalEdges
<http://snomed.info/id/405247003>	1
<http://snomed.info/id/197046003>	1
<http://snomed.info/id/840504006>	1
<http://snomed.info/id/56675007>	1
<http://snomed.info/id/80437003>	1
<http://snomed.info/id/414643008>	1
<http://snomed.info/id/234532001>	1
<http://snomed.info/id/162480005>	1
<http://snomed.info/id/866084002>	1
<http://snomed.info/id/238820002>	1
<http://snomed.info/id/49883006>	1
<http://snomed.info/id/860806007>	1
<http://snomed.info/id/109426009>	1
<http://snomed.info/id/52611000146103>	1
<http://snomed.info/id/1204206001>	1
<http://snomed.info/id/206196005>	1
<http://snomed.info/id/44808001>	1
<http://snomed.info/id/418362005>	1
<http://snomed.info/id/13617004>	1
<http://snomed.info/id/67599009>	2
<http://snomed.info/id/735598004>	1
<http://snomed.info/id/46627006>	1
<http://snomed.info/id/67224007>	1
<http://snomed.info/id/61500009>	1
<http://snomed.info/id/50820005>	1
<http://snomed.info/id/403437002>	1
<http://snomed.info/id/101401000119103>	1
<http://snomed.info/id/234195006>	1
<http://snomed.info/id/870348009>	1
<http://snomed.info/id/473048005>	1
<http://snomed.info/id/399522007>	1
<http://snomed.info/id/3502005>	1
<http://snomed.info/id/266463007>	1
<http://snomed.info/id/38343000>	1
<http://snomed.info/id/724556004>	2
<http://snomed.info/id/271575002>	1
<http://snomed.info/id/414285001>	1
<http://snomed.info/id/417115008>	1
<http://snomed.info/id/235651006>	1
<http://snomed.info/id/46800005>	1
<http://snomed.info/id/830222008>	1
<http://snomed.info/id/238993006>	2
<http://snomed.info/id/236630004>	1
<http://snomed.info/id/7350007>	1
<http://snomed.info/id/16844001>	1
<http://snomed.info/id/238108007>	2
<http://snomed.info/id/59118001>	1
<http://snomed.info/id/160255002>	2
<http://snomed.info/id/235886005>	1
<http://snomed.info/id/249512003>	1
<http://snomed.info/id/302835009>	1
<http://snomed.info/id/719398004>	1
<http://snomed.info/id/1259090001>	2
<http://snomed.info/id/32117000>	1
<http://snomed.info/id/182877009>	1
<http://snomed.info/id/762957002>	2
<http://snomed.info/id/43771008>	1
<http://snomed.info/id/280122007>	1
<http://snomed.info/id/23062000>	1
<http://snomed.info/id/194823009>	1
<http://snomed.info/id/788906001>	2
<http://snomed.info/id/93163002>	1
<http://snomed.info/id/271107000>	1
<http://snomed.info/id/274827003>	1
<http://snomed.info/id/95668009>	2
<http://snomed.info/id/866081005>	2
<http://snomed.info/id/126486000>	1
<http://snomed.info/id/11538006>	1
<http://snomed.info/id/238754005>	1
<http://snomed.info/id/63725005>	1
<http://snomed.info/id/124869003>	3
<http://snomed.info/id/50582007>	1
<http://snomed.info/id/19466003>	1
<http://snomed.info/id/109955005>	1
<http://snomed.info/id/43661000146109>	1
<http://snomed.info/id/390951007>	1
<http://snomed.info/id/1217074008>	1
<http://snomed.info/id/95633009>	1
<http://snomed.info/id/68158006>	1
<http://snomed.info/id/299846008>	1
<http://snomed.info/id/45771000146105>	1
<http://snomed.info/id/164889003>	1
<http://snomed.info/id/128614008>	1
<http://snomed.info/id/203508001>	2
<http://snomed.info/id/771446000>	1
<http://snomed.info/id/230808006>	1
<http://snomed.info/id/449120006>	1
<http://snomed.info/id/262530001>	1
<http://snomed.info/id/441541008>	1
<http://snomed.info/id/427372006>	1
<http://snomed.info/id/417425009>	1
<http://snomed.info/id/82789004>	1
<http://snomed.info/id/445933009>	1
<http://snomed.info/id/1259727001>	1
<http://snomed.info/id/42800007>	1
<http://snomed.info/id/44376007>	3
<http://snomed.info/id/30721006>	1
<http://snomed.info/id/37031009>	1
<http://snomed.info/id/160259008>	1
<http://snomed.info/id/236648008>	2
<http://snomed.info/id/1237079005>	1
<http://snomed.info/id/397841007>	1
<http://snomed.info/id/75478009>	1
<http://snomed.info/id/248549001>	1
<http://snomed.info/id/289293006>	1
<http://snomed.info/id/292042007>	1
<http://snomed.info/id/218613000>	1
<http://snomed.info/id/290134002>	1
<http://snomed.info/id/49971008>	1
<http://snomed.info/id/308698004>	2
<http://snomed.info/id/402750008>	1
<http://snomed.info/id/1092791000119103>	1
<http://snomed.info/id/203438009>	1
<http://snomed.info/id/298541000119108>	1
<http://snomed.info/id/302900006>	1
<http://snomed.info/id/416916004>	1
<http://snomed.info/id/878795009>	1
<http://snomed.info/id/132611000119104>	1
<http://snomed.info/id/272006008>	1
<http://snomed.info/id/238009001>	2
<http://snomed.info/id/26726000>	1
<http://snomed.info/id/402403000>	1
<http://snomed.info/id/238398008>	1
<http://snomed.info/id/1149219001>	1
<http://snomed.info/id/778045003>	1
<http://snomed.info/id/715593000>	1
<http://snomed.info/id/1163474004>	1
<http://snomed.info/id/278039004>	1
<http://snomed.info/id/238681004>	1
<http://snomed.info/id/1259102000>	1
<http://snomed.info/id/1179508005>	1
<http://snomed.info/id/724784006>	1
<http://snomed.info/id/1231202004>	1
<http://snomed.info/id/430478003>	1
<http://snomed.info/id/206292002>	1
<http://snomed.info/id/4510004>	1
<http://snomed.info/id/423271002>	1
<http://snomed.info/id/302809008>	1
<http://snomed.info/id/213256002>	1
<http://snomed.info/id/698365009>	1
<http://snomed.info/id/250024000>	1
<http://snomed.info/id/735541006>	1
<http://snomed.info/id/703218000>	1
<http://snomed.info/id/823998002>	1
<http://snomed.info/id/12772003>	1
<http://snomed.info/id/75993002>	2
<http://snomed.info/id/129650008>	1
<http://snomed.info/id/400096001>	1
<http://snomed.info/id/312134000>	1
<http://snomed.info/id/396234004>	1
<http://snomed.info/id/271558008>	1
<http://snomed.info/id/81004002>	1
<http://snomed.info/id/59828008>	1
<http://snomed.info/id/403637008>	1
<http://snomed.info/id/735460002>	1
<http://snomed.info/id/1141709008>	1
<http://snomed.info/id/21431000146101>	1
<http://snomed.info/id/111811007>	1
<http://snomed.info/id/10501004>	1
<http://snomed.info/id/299687006>	1
<http://snomed.info/id/446953001>	1
<http://snomed.info/id/441737006>	1
<http://snomed.info/id/286891000>	1
<http://snomed.info/id/292256004>	1
<http://snomed.info/id/433592008>	1
<http://snomed.info/id/26522000>	1
<http://snomed.info/id/111371005>	1
<http://snomed.info/id/95560005>	1
<http://snomed.info/id/343341000119108>	1
<http://snomed.info/id/425060007>	2
<http://snomed.info/id/13507004>	1
<http://snomed.info/id/21631000119105>	1
<http://snomed.info/id/1303924001>	1
<http://snomed.info/id/43131000146105>	1
<http://snomed.info/id/15663601000119101>	1
<http://snomed.info/id/235745006>	1
<http://snomed.info/id/371039008>	1
<http://snomed.info/id/410050000>	1
<http://snomed.info/id/403750002>	1
<http://snomed.info/id/123818007>	1
<http://snomed.info/id/129676008>	1
<http://snomed.info/id/840308008>	1
<http://snomed.info/id/49111001>	1
<http://snomed.info/id/399131003>	1
<http://snomed.info/id/13746004>	1
<http://snomed.info/id/84387000>	1
<http://snomed.info/id/89419008>	1
<http://snomed.info/id/275120007>	1
<http://snomed.info/id/262960001>	1
<http://snomed.info/id/448152000>	2
<http://snomed.info/id/194779001>	2
<http://snomed.info/id/293162005>	1
<http://snomed.info/id/67233009>	1
<http://snomed.info/id/1230089006>	2
<http://snomed.info/id/19776001>	1
<http://snomed.info/id/80212005>	1
<http://snomed.info/id/112623001>	1
<http://snomed.info/id/274840008>	1
<http://snomed.info/id/225606002>	1
<http://snomed.info/id/103294007>	1
<http://snomed.info/id/426627000>	3
<http://snomed.info/id/37488003>	1
<http://snomed.info/id/236638006>	1
<http://snomed.info/id/61960001>	1
<http://snomed.info/id/300219000>	1
<http://snomed.info/id/300959008>	1
<http://snomed.info/id/16079691000119105>	1
<http://snomed.info/id/87065009>	1
<http://snomed.info/id/52897009>	1
<http://snomed.info/id/274202000>	1
<http://snomed.info/id/52967002>	1
<http://snomed.info/id/109992005>	1
<http://snomed.info/id/77607006>	1
<http://snomed.info/id/4356008>	1
<http://snomed.info/id/95366000>	1
<http://snomed.info/id/276302000>	1
<http://snomed.info/id/1204371007>	1
<http://snomed.info/id/718471008>	1
<http://snomed.info/id/40733004>	1
<http://snomed.info/id/33839006>	1
<http://snomed.info/id/307424002>	1
<http://snomed.info/id/6072007>	1
<http://snomed.info/id/44298000>	1
<http://snomed.info/id/127077006>	1
<http://snomed.info/id/444780001>	1
<http://snomed.info/id/274116002>	1
<http://snomed.info/id/301360004>	1
<http://snomed.info/id/50030121000188108>	1
<http://snomed.info/id/187693006>	1
<http://snomed.info/id/94185003>	1
<http://snomed.info/id/94222008>	1
<http://snomed.info/id/94381002>	1
<http://snomed.info/id/94627008>	1
<http://snomed.info/id/241861008>	1
<http://snomed.info/id/307624007>	1
<http://snomed.info/id/51575000>	1
<http://snomed.info/id/56271007>	1
<http://snomed.info/id/162235006>	1
<http://snomed.info/id/234437005>	1
<http://snomed.info/id/297188009>	1
<http://snomed.info/id/66806007>	1
<http://snomed.info/id/308550003>	1
<http://snomed.info/id/162552006>	1
<http://snomed.info/id/248954000>	2
<http://snomed.info/id/426646004>	1
<http://snomed.info/id/302011000119105>	1
<http://snomed.info/id/430887001>	1
<http://snomed.info/id/722013004>	1
<http://snomed.info/id/128053003>	1
<http://snomed.info/id/1285599008>	1
<http://snomed.info/id/235671002>	1
<http://snomed.info/id/27838008>	1
<http://snomed.info/id/65275009>	1
<http://snomed.info/id/188256008>	1
<http://snomed.info/id/197426003>	1
<http://snomed.info/id/197824007>	1
<http://snomed.info/id/301764006>	1
<http://snomed.info/id/709687000>	1
<http://snomed.info/id/785834005>	1
<http://snomed.info/id/27791000146103>	1
<http://snomed.info/id/111954003>	1
<http://snomed.info/id/247873003>	3
<http://snomed.info/id/275322007>	1
<http://snomed.info/id/405549001>	1
<http://snomed.info/id/34801009>	1
<http://snomed.info/id/234072000>	1
<http://snomed.info/id/70531008>	1
<http://snomed.info/id/95405000>	1
<http://snomed.info/id/213134006>	1
<http://snomed.info/id/250895007>	1
<http://snomed.info/id/863934002>	1
<http://snomed.info/id/41841004>	2
<http://snomed.info/id/19577007>	1
<http://snomed.info/id/228321002>	1
<http://snomed.info/id/443980004>	1
<http://snomed.info/id/163586006>	1
<http://snomed.info/id/87522002>	1
<http://snomed.info/id/80495009>	1
<http://snomed.info/id/94391008>	1
<http://snomed.info/id/365615009>	1
<http://snomed.info/id/12431000146102>	1
<http://snomed.info/id/41651000146107>	1
<http://snomed.info/id/22061001>	1
<http://snomed.info/id/35240004>	1
<http://snomed.info/id/1197432002>	1
<http://snomed.info/id/61564002>	1
<http://snomed.info/id/12178007>	1
<http://snomed.info/id/238158000>	1
<http://snomed.info/id/442191002>	1
<http://snomed.info/id/447841007>	1
<http://snomed.info/id/863953007>	1
<http://snomed.info/id/1197033002>	1
<http://snomed.info/id/289900009>	1
<http://snomed.info/id/248969004>	1
<http://snomed.info/id/289889009>	1
<http://snomed.info/id/1269362005>	1
<http://snomed.info/id/192083006>	1
<http://snomed.info/id/290076007>	1
<http://snomed.info/id/130949008>	1
<http://snomed.info/id/404906000>	1
<http://snomed.info/id/276614003>	1
<http://snomed.info/id/247150008>	1
<http://snomed.info/id/28670008>	1
<http://snomed.info/id/414662006>	1
<http://snomed.info/id/24805007>	1
<http://snomed.info/id/82649003>	1
<http://snomed.info/id/203267007>	1
<http://snomed.info/id/64662007>	1
<http://snomed.info/id/123645005>	1
<http://snomed.info/id/267024001>	1
<http://snomed.info/id/267601009>	1
<http://snomed.info/id/1157157006>	1
<http://snomed.info/id/1197719006>	1
<http://snomed.info/id/1284822005>	1
<http://snomed.info/id/95374004>	1
<http://snomed.info/id/46791000146102>	2
<http://snomed.info/id/23812009>	1
<http://snomed.info/id/24813008>	1
<http://snomed.info/id/238883003>	1
<http://snomed.info/id/449505005>	1
<http://snomed.info/id/766956009>	1
<http://snomed.info/id/30473006>	1
<http://snomed.info/id/1335858009>	1
<http://snomed.info/id/1148939003>	1
<http://snomed.info/id/429179002>	1
<http://snomed.info/id/140861000146106>	2
<http://snomed.info/id/5158005>	2
<http://snomed.info/id/286933003>	1
<http://snomed.info/id/66944004>	1
<http://snomed.info/id/89238002>	1
<http://snomed.info/id/109901006>	1
<http://snomed.info/id/722435003>	1
<http://snomed.info/id/426648003>	1
<http://snomed.info/id/1144952003>	1
<http://snomed.info/id/78623009>	1
<http://snomed.info/id/280486004>	1
<http://snomed.info/id/169741004>	1
<http://snomed.info/id/707089008>	1
<http://snomed.info/id/119291004>	1
<http://snomed.info/id/237080002>	1
<http://snomed.info/id/448418006>	1
<http://snomed.info/id/67801009>	1
<http://snomed.info/id/79520009>	1
<http://snomed.info/id/81548002>	1
<http://snomed.info/id/15732841000119107>	1
<http://snomed.info/id/292409004>	1
<http://snomed.info/id/118215003>	1
<http://snomed.info/id/362970003>	1
<http://snomed.info/id/89164003>	1
<http://snomed.info/id/87556008>	1
<http://snomed.info/id/313432002>	1
<http://snomed.info/id/198108005>	1
<http://snomed.info/id/12751000146103>	1
<http://snomed.info/id/41591006>	1
<http://snomed.info/id/17155009>	1
<http://snomed.info/id/22574000>	1
<http://snomed.info/id/423884000>	1
<http://snomed.info/id/162461008>	1
<http://snomed.info/id/241957001>	1
<http://snomed.info/id/250069006>	1
<http://snomed.info/id/267102003>	1
<http://snomed.info/id/442617003>	1
<http://snomed.info/id/448321007>	1
<http://snomed.info/id/449191001>	1
<http://snomed.info/id/1161000175101>	1
<http://snomed.info/id/1082621000119108>	1
<http://snomed.info/id/125666000>	1
<http://snomed.info/id/164865005>	1
<http://snomed.info/id/396275006>	1
<http://snomed.info/id/41652007>	1
<http://snomed.info/id/129901000>	1
<http://snomed.info/id/230340001>	1
<http://snomed.info/id/21451000119101>	1
<http://snomed.info/id/212035002>	1
<http://snomed.info/id/430711004>	1
<http://snomed.info/id/707734002>	1
<http://snomed.info/id/237101004>	1
<http://snomed.info/id/238995004>	1
<http://snomed.info/id/131139004>	1
<http://snomed.info/id/213299007>	1
<http://snomed.info/id/72245005>	1
